QALD id,match status,QALD question,QueGG question,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
0,0,¿Cuándo tuvo lugar la batalla de Gettysburg?,,PREFIX dbp: <http://dbpedia.org/property/> PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?date  WHERE {res:Battle_of_Gettysburg dbp:date ?date .},,0,0,2,0,0,0
1,0,Dame todos los musicales con música de Elton John.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Musical .
        ?uri dbo:musicBy res:Elton_John .
}",,0,0,4,0,0,0
2,0,¿Cómo de alta el faro de Colombo?,,SELECT DISTINCT ?num WHERE {  <http://dbpedia.org/resource/Colombo_Lighthouse> <http://dbpedia.org/ontology/height> ?num . } ,,0,0,1,0,0,0
3,0,¿Quién fué la mujer del presidente americano Lincoln?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Abraham_Lincoln dbo:spouse ?uri.
}",,0,0,1,0,0,0
4,0,¿Quién es el anfitrión de los especiales de la BBC Wildlife?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/BBC_Wildlife_Specials> <http://dbpedia.org/ontology/presenter> ?uri . },,0,0,1,0,0,0
5,0,¿Cuanto costo Pulp Fiction?,,SELECT DISTINCT ?n WHERE {  <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?n . } ,,0,0,1,0,0,0
6,0,¿En qué ciudad esta la fábrica de cerveza Heineken?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/manufacturer> ?x . ?x <http://dbpedia.org/ontology/locationCity> ?uri . },,0,0,0,0,0,0
7,0,¿Cuándo comenzó la operación Overlord?,,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Operation_Overlord> <http://dbpedia.org/ontology/date> ?d . } ,,0,0,1,0,0,0
8,0,¿En que ciudad termina la ruta Chilena 68?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri . } ,,0,0,1,0,0,0
9,0.814814814814815,¿Quien desarrolló Slack?,"""¿Quién es desarrollo de Slack?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Slack_(software)> . },"""select  ?o    
{
    <http://dbpedia.org/resource/Slack_(software)> <http://dbpedia.org/ontology/developer>  ?o .    
}""",1,0,0,1,1,1
10,0,¿Quién estuvo casado con el presidente Chirac?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri
WHERE { 
         res:Jacques_Chirac dbo:spouse ?uri .
}",,0,0,1,0,0,0
11,0,¿De qué murió Bruce Carver?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Abraham_Lincoln dbo:deathCause ?uri .     
}",,0,0,1,0,0,0
12,0,¿Quién pintó el Cristo en la tormenta en el lago de Galilea?,,"PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:The_Storm_on_the_Sea_of_Galilee dbp:artist ?uri .
}",,0,0,1,0,0,0
13,0,¿Por qué ciudades pasa el río Zeravshan?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Zeravshan_(river)> <http://dbpedia.org/ontology/city> ?uri . } ,,0,0,3,0,0,0
14,0,¿Cuántos asientos tiene el estadio del FC Porto?,,SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/FC_Porto> <http://dbpedia.org/ontology/ground> ?x . ?x <http://dbpedia.org/ontology/seatingCapacity> ?n . } ,,0,0,1,0,0,0
15,0,¿Con quién está casada la hija de Robert Kennedy?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Robert_F._Kennedy> <http://dbpedia.org/ontology/child> ?child .  ?child <http://dbpedia.org/ontology/spouse> ?uri . } ,,0,0,4,0,0,0
16,0,¿Qué libros de Kerouac han sido publicados por Viking Press?,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Book> .  ?uri <http://dbpedia.org/ontology/publisher> <http://dbpedia.org/resource/Viking_Press> .  ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Jack_Kerouac> . } ,,0,0,3,0,0,0
17,0,¿Cómo de alta es Amazon Eve?,,SELECT DISTINCT ?height WHERE {  <http://dbpedia.org/resource/Amazon_Eve> <http://dbpedia.org/ontology/height> ?height . } ,,0,0,0,0,0,0
18,0,¿En qué museo está expuesto el Grito?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
       res:The_Scream dbo:museum ?uri .
}",,0,0,2,0,0,0
19,0,¿Quen escribió el libro Los pilares de la Tierra?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:The_Pillars_of_the_Earth dbo:author ?uri .
}",,0,0,1,0,0,0
20,0,¿Está James Bond casado?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:James_Bond dbo:spouse ?uri . 
}",,0,0,1,0,0,0
21,0,¿Quién descubrió Ceres?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ceres_(dwarf_planet)> <http://dbpedia.org/ontology/discoverer> ?uri . },,0,0,1,0,0,0
22,0,¿Por qué río cruza la Brooklyn Bridge?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Brooklyn_Bridge dbo:crosses ?uri . 
}",,0,0,1,0,0,0
23,0.716417910447761,¿Quién era llamado Frank The Tank?,"""¿Quién era hija de Frank Herbert?""","PREFIX dbp: <http://dbpedia.org/property/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbp:nickname 'The Tiger'@en . 
}","""select  ?o    
{
    <http://dbpedia.org/resource/Frank_Herbert> <http://dbpedia.org/ontology/child>  ?o .    
}""",0,1,10,0,0,0
24,0.72,¿Cuál es el país más grande del mundo?,"""¿Quién es ciudad m�s grande de Mundo?""",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/areaTotal> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"""select  ?o    
{
    <http://dbpedia.org/resource/World> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}""",0,0,1,0,0,0
25,0.947368421052632,¿Quién es el alcalde de París?,"""¿Quién es alcalde de París?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?uri . },"""select  ?o    
{
    <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor>  ?o .    
}""",1,0,0,1,1,1
26,0,¿Quién es el entrenador del equipo de hockey sobre hielo de Ankara?,,SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Ankara> . ?x <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Turkish_Ice_Hockey_First_League> . ?x <http://dbpedia.org/ontology/coach> ?uri . },,0,0,1,0,0,0
27,0,¿Quien es el alcalde de la capital de la Polinesia Francesa?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
        res:Russia dbo:capital ?x .
        ?x dbo:leaderName ?uri .
}",,0,0,1,0,0,0
28,0.810126582278481,¿Qué premios ha ganado Douglas Hofstadter?,"""¿Quién es hija de Douglas Hofstadter?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
        res:Douglas_Hofstadter dbo:award ?uri .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Douglas_Hofstadter> <http://dbpedia.org/ontology/child>  ?o .    
}""",0,0,4,0,0,0
29,0,¿Cuánto cuesta la película de Lego?,,SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/The_Lego_Movie> <http://dbpedia.org/ontology/budget> ?n . } ,,0,0,1,0,0,0
30,0,¿Dónde empieza Piccadilly?,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/routeStart> <http://dbpedia.org/resource/Piccadilly>. } ,,0,0,1,0,0,0
31,0,¿Tienen el príncipe Harry y el prínciple William la misma madre?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE { 
        <http://dbpedia.org/resource/Prince_William,_Duke_of_Cambridge> dbo:parent ?x . 
        <http://dbpedia.org/resource/Prince_Harry> dbo:parent ?x .
}",,0,0,1,0,0,0
32,0,¿Quien actuó como el agente Smith en Matrix?,,"PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Agent_Smith dbp:portrayer ?uri . 
}",,0,0,3,0,0,0
33,0,¿Cuántos idiomas se hablan en Turkmenistán?,,SELECT (COUNT(DISTINCT ?x) as ?c) WHERE {  <http://dbpedia.org/resource/Turkmenistan> <http://dbpedia.org/ontology/language> ?x . } ,,0,0,1,0,0,0
34,0,¿En qué películas actúan Julia Roberts y Richard Gere?,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Julia_Roberts> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Richard_Gere> . } ,,0,0,2,0,0,0
35,0,¿En qué país nace el Ganges?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Ganges <http://dbpedia.org/property/mouthLocation> ?uri .
}",,0,0,1,0,0,0
36,0,¿En que año nació Rachel Stevens?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri . } ,,0,0,1,0,0,0
37,0,¿Es Barack Obama demócrata?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Barack_Obama dbo:party <http://dbpedia.org/resource/Democratic_Party_(United_States)> . 
}",,0,0,1,0,0,0
38,0,¿Dónde nació Bach?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Johann_Sebastian_Bach dbo:birthPlace ?uri .
}",,0,0,1,0,0,0
39,0,¿Cuántas veces ha estado casada Jane Fonda?,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  <http://dbpedia.org/resource/Jane_Fonda> <http://dbpedia.org/ontology/spouse> ?uri . } ,,0,0,1,0,0,0
40,0,¿Quién fue el primero en ascender al Monte Everest?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri
WHERE {
          res:Mount_Everest dbo:firstAscentPerson ?uri . 
}",,0,0,2,0,0,0
41,0,¿Cuántas personas viven en Polonia?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Poland> <http://dbpedia.org/ontology/populationTotal> ?uri . }  ,,0,0,1,0,0,0
42,0,¿Donde están situadas las Casas del Parlamento?,,SELECT ?uri WHERE {  <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri . } ,,0,0,3,0,0,0
43,0,¿Actúa Christian Bale en Batman Begins?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Batman_Begins dbo:starring res:Christian_Bale .
}",,0,0,1,0,0,0
44,0,¿En qué país se encuentra el lago Limerick?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:Limerick_Lake dbo:country ?uri .
}",,0,0,1,0,0,0
45,0,¿Cuál fue la última película con Alec Guinness?,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> .  ?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Alec_Guinness> .  ?uri <http://dbpedia.org/ontology/releaseDate> ?date . } ORDER BY DESC(?date) LIMIT 1 ,,0,0,1,0,0,0
46,0,¿Cuál es la montaña más alta de Australia?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:Mountain .
        ?uri dbo:locatedInArea res:Australia .
        ?uri dbo:elevation ?elevation .
} 
ORDER BY DESC(?elevation) LIMIT 1",,0,0,1,0,0,0
47,0,¿Todavía vive Frank Herbert?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	OPTIONAL { res:Frank_Herbert dbo:deathDate ?date . }
        FILTER (!BOUND(?date))
}",,0,0,1,0,0,0
48,0.821428571428571,¿Quién creó  Padre de familia?,"""¿Quién es padre de Italia?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator> ?uri . }  ,"""select  ?o    
{
    <http://dbpedia.org/resource/Italy> <http://dbpedia.org/ontology/parent>  ?o .    
}""",0,0,1,0,0,0
49,0.864864864864865,¿Cuál es la idioma oficial de Surinam?,"""¿Quién es idioma oficial de Surinam?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Suriname dbo:officialLanguage ?uri .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Suriname> <http://dbpedia.org/ontology/officialLanguage>  ?o .    
}""",1,0,0,1,1,1
50,0,¿Quién escribió la canción Hotel California?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hotel_California> <http://dbpedia.org/ontology/writer> ?uri . },,0,0,3,0,0,0
51,0,Dame todos los actores de películas dirigidas por William Shatner.,,SELECT DISTINCT ?uri WHERE {  ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/William_Shatner> .  ?x <http://dbpedia.org/ontology/starring> ?uri . } ,,0,0,7,0,0,0
52,0,¿Qué contiene una galleta de chocolate?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chocolate_chip_cookie> <http://dbpedia.org/ontology/ingredient> ?uri . },,0,0,10,0,0,0
53,0,Dame todos las skateboarders profesionales de Suecia.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:occupation res:Skateboarding . 
        { ?uri dbo:birthPlace res:Sweden . }
        UNION
        { ?uri dbo:birthPlace ?place . 
          ?place dbo:country res:Sweden . }
}",,0,0,2,0,0,0
54,0,¿Qué ingredientes son necesarios para una tarta de zanahorias?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Carrot_cake> <http://dbpedia.org/ontology/ingredient> ?uri . } ,,0,0,5,0,0,0
55,0,¿juega Neymar en el Real Madrid?,,ASK WHERE { <http://dbpedia.org/resource/Neymar> <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Real_Madrid_C.F.> . },,0,0,1,0,0,0
56,0,¿Qué ingeniero informático ganó un Oscar?,,"SELECT DISTINCT ?uri WHERE { { ?uri <http://dbpedia.org/ontology/field> <http://dbpedia.org/resource/Computer_science> . } UNION { ?uri <http://purl.org/dc/elements/1.1/description> ?s . FILTER regex(?s,'computer scientist','i') } ?uri <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Academy_Awards> . } ",,0,0,0,0,0,0
57,0,¿Cuántas compañías fueron fundadas en el mismo año que Google?,,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Company> .  ?uri <http://dbpedia.org/ontology/foundingYear> ?year .  <http://dbpedia.org/resource/Google> <http://dbpedia.org/ontology/foundingYear> ?year . } ,,0,0,1,0,0,0
58,0,¿En qué ciudad del reino unido se encuentra el cuartel genetal del MI6?,,"PREFIX res: <http://dbpedia.org/resource/> 
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE { 
        res:Secret_Intelligence_Service dbo:headquarter ?uri . 
        ?uri dbo:country res:United_Kingdom . 
}",,0,0,2,0,0,0
59,0,¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Cuban_Missile_Crisis dbo:date ?x .
	res:Bay_of_Pigs_Invasion dbo:date ?y .
	FILTER (?x < ?y)
}",,0,0,1,0,0,0
60,0,¿Qué abrevia IYCM?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:abbreviation 'IYCM' .
}",,0,0,1,0,0,0
61,0,¿Cuándo se disolvió la dinastía de Ming?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?date
WHERE {  
        res:Empire_of_Japan dbo:dissolutionDate ?date .
}",,0,0,1,0,0,0
62,0,Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,0,0,0,0,0,0
63,0.735632183908046,"¿Cuál es la población total de Melbourne, Florida?","""¿Quién es apodo de Melbourne Florida?""","PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT ?uri 
WHERE { 
        <http://dbpedia.org/resource/Melbourne,_Florida> dbo:populationTotal ?uri .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Melbourne,_Florida> <http://dbpedia.org/property/nickname>  ?o .    
}""",0,1,1,0,0,0
64,0,¿Fue Arnold Schwarzenegger a la universidad?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK
WHERE {
        res:Arnold_Schwarzenegger dbo:almaMater ?x .
        ?x rdf:type dbo:University .
}",,0,0,1,0,0,0
65,0,¿En que país esta el monte Everest?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Mount_Everest dbo:locatedInArea ?uri . 
        ?uri rdf:type dbo:Country .
}",,0,0,2,0,0,0
66,0.833333333333333,¿Cuál es la cuidad más grande de Australia?,"""¿Quién es ciudad m�s grande de Australia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:Australia dbo:largestCity ?uri .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/largestCity>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}""",1,0,0,1,1,1
67,0,Dame todas las plataformas de lanzamiento operadas por la NASA.,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri rdf:type dbo:LaunchPad .  
        ?uri dbo:operator res:NASA . 
}",,0,0,14,0,0,0
68,0.952380952380952,¿Quién es el alcalde de Tel Aviv?,"""¿Quién es alcalde de Tel Aviv?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE { 
        res:Florence dbo:leaderName ?uri .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Tel_Aviv> <http://dbpedia.org/ontology/mayor>  ?o .    
}""",0,0,1,0,0,0
69,0,Dame todos los episodios de la prímera época de la serie de HBO Los Sporanos.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        ?uri dbo:series res:The_Sopranos  .
        ?uri dbo:seasonNumber 1 .
}",,0,0,0,0,0,0
70,0,¿Quién creó Batman?,,SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Batman> <http://dbpedia.org/ontology/creator> ?uri . } ,,0,0,2,0,0,0
71,0,¿Quién interpreto a Gus Fring en Breaking Bad?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gus_Fring> <http://dbpedia.org/ontology/portrayer> ?uri . },,0,0,1,0,0,0
72,0,¿En qué lenguaje de programación esta programado GIMP?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE { 
	res:GIMP dbo:programmingLanguage ?uri .
}",,0,0,2,0,0,0
73,0,En que imperio antiguo pagaría con granos de cacao?,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/Cocoa_bean> . },,0,0,2,0,0,0
74,0.724137931034483,¿Quién es el editor de Forbes?,"""¿Quién es nieto de Sócrates?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Forbes dbo:editor ?uri .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Socrates> <http://dbpedia.org/ontology/parent>  ?o .    
}""",0,0,1,0,0,0
75,0.717948717948718,¿Cuánta gente vive en la capital de Australia?,"""¿Quién era capital de Australia?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Australia dbo:capital ?x .
        ?x dbo:populationTotal ?num .
}","""select  ?o    
{
    <http://dbpedia.org/resource/Australia> <http://dbpedia.org/ontology/capital>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}""",0,1,1,0,0,0
76,0,¿Qué surfistas profesionales nacieron en Australia?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        ?uri dbo:occupation res:Surfing .  
        ?uri dbo:birthPlace res:Australia . 
}",,0,0,2,0,0,0
77,0,¿Qué compañías de electrónica fueron fundadas en Pekín?,,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Electronics> . ?uri <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Beijing> . },,0,0,0,0,0,0
